Area_Axon,Area_Fiber,Centroid_X,Centroid_Y,Perimeter_Fiber,Perimeter_Axon,FiberDiameter_MinFeret,AxonDiameter_MinFeret,MyelinThickness_MinFeret,g_ratio_MinFeret,FiberDiameter_Circle,AxonDiameter_Circle,MyelinThickness_Circle,g_ratio_Circle,FiberDiameter_ShapeAdjustedEllipse,AxonDiameter_ShapeAdjustedEllipse,MyelinThickness_ShapeAdjustedEllipse,g_ratio_ShapeAdjustedEllipse
1.89,9.03,21.2,-4.6,10.39,7.81,1.66,0.9,0.38,0.542169,2.467625,1.551658,0.457983,0.628806,1.262552,0.639889,0.311331,0.506822
2.92,7.26,28.5,-6,13.16,8.68,2.19,1.07,0.56,0.488584,3.391635,1.928664,0.731485,0.568653,1.940452,0.907478,0.516487,0.467663
2.91,3.45,29.6,-13.6,10.93,7.51,2.16,1.25,0.455,0.578704,3.041119,1.925359,0.55788,0.633109,1.962354,1.093293,0.434531,0.557133
2,9.99,34.1,-15.2,8.46,6.43,1.98,1.32,0.33,0.666667,2.262967,1.596174,0.333397,0.705346,1.369136,0.866328,0.251404,0.632755
1.82,4.58,28.3,-15.2,8.03,6.29,1.37,0.89,0.24,0.649635,2.096403,1.522653,0.286875,0.726317,1.222398,0.798894,0.211752,0.653546
3.55,6.13,38.3,-16.4,9.44,7.39,2.53,1.87,0.33,0.73913,2.794444,2.126568,0.333938,0.760999,2.034054,1.459322,0.287366,0.717445
4.59,2.94,42.1,-16.4,13.7,10.62,3.02,2.1,0.46,0.695364,3.567368,2.418085,0.574642,0.677834,2.071998,1.172572,0.449713,0.565914
11.51,4.08,42.2,-22.5,17.33,13.26,4.97,3.56,0.705,0.716298,5.179578,3.829154,0.675212,0.739279,3.855026,2.645732,0.604647,0.686307
2.94,2.72,36.3,-20.6,12.81,9.27,2.08,1.14,0.47,0.548077,3.239879,1.935258,0.652311,0.597324,1.804465,0.845123,0.479671,0.468351
1.82,10.11,30.3,-19.6,9.83,7.87,2.02,1.44,0.29,0.712871,2.279792,1.522653,0.37857,0.667891,1.131415,0.609298,0.261059,0.538528
5.2,5.58,31.9,-22.6,13.17,9.79,3.39,2.53,0.43,0.746313,3.58873,2.573753,0.507488,0.717177,2.23619,1.516399,0.359896,0.678117
2.88,9.35,38.3,-24.1,10.38,7.8,2.23,1.4,0.415,0.627803,2.868676,1.915409,0.476634,0.667698,1.829885,1.024353,0.402766,0.559791
3.23,6.46,41.5,-26.5,10.48,7.85,2.24,1.42,0.41,0.633929,2.917114,2.02846,0.444327,0.695365,1.88368,1.165051,0.359315,0.618497
0.51,3.03,37.2,-25.5,5.34,2.88,1.25,0.58,0.335,0.464,1.604135,0.806028,0.399053,0.502469,1.208888,0.525656,0.341616,0.434826
3.22,6.68,37.5,-27.4,17.24,13.05,3.12,2.14,0.49,0.685897,4.081963,2.025317,1.028323,0.496163,2.080159,0.637404,0.721378,0.306421
3.96,8.31,33.5,-28.5,12.75,8.26,3.61,2.27,0.67,0.628809,3.74506,2.246016,0.749522,0.599727,2.679829,1.394758,0.642536,0.520465
1.3,11.43,30.2,-26,9.32,8.06,2.08,1.68,0.2,0.807692,1.964656,1.286876,0.33889,0.655014,0.8678,0.417434,0.225183,0.481025
5.81,8.55,28.2,-29.6,16.6,11.61,3.28,1.75,0.765,0.533537,4.466435,2.720528,0.872954,0.609105,2.727115,1.367987,0.679564,0.501624
2.45,7.89,24.6,-28.7,15.38,9.22,2.28,0.78,0.75,0.342105,3.815824,1.766641,1.024591,0.462978,2.069279,0.699231,0.685024,0.33791
2.42,4.78,23.9,-32.9,14.93,10.53,2.72,1.59,0.565,0.584559,3.441967,1.755791,0.843088,0.510113,1.695257,0.596575,0.549341,0.351908
2.98,8.24,20.5,-32.1,14.87,12.21,3.07,2.27,0.4,0.739414,3.300261,1.948378,0.675941,0.590371,1.55057,0.631577,0.459497,0.407319
1.41,21.06,20.9,-35.3,7.2,6.06,1.23,0.84,0.195,0.682927,1.773837,1.340216,0.21681,0.755546,0.952846,0.627064,0.162891,0.658096
1.78,2.02,20.8,-38,11.45,9.62,1.7,1.12,0.29,0.658824,2.457278,1.505827,0.475725,0.612803,1.108665,0.478256,0.315204,0.43138
4.53,13.08,16.8,-37.8,10.71,8.19,2.76,2.06,0.35,0.746377,3.170324,2.402228,0.384048,0.757723,2.307529,1.713761,0.296884,0.742682
3.78,11.01,20.5,-26.1,19.17,14.59,3.17,2,0.585,0.630915,4.210996,2.194376,1.00831,0.521106,1.953786,0.668717,0.642535,0.342267
2.78,15.66,26.5,-24.2,13.54,9.35,2.22,1.11,0.555,0.5,3.451207,1.881861,0.784673,0.545276,1.943408,0.787647,0.577881,0.405292
1.56,9.3,25.9,-18.6,7.28,5.62,1.25,0.82,0.215,0.656,1.935258,1.409703,0.262778,0.728431,1.159675,0.776222,0.191726,0.669345
4.66,4.74,18.4,-7.8,13.99,9.62,2.87,1.87,0.5,0.651568,3.794062,2.436454,0.678804,0.642176,2.345974,1.359685,0.493145,0.579582
1.44,2.47,13.7,-8.9,7.55,5.35,1.66,0.93,0.365,0.560241,2.173963,1.354398,0.409782,0.623009,1.493651,0.75546,0.369096,0.505781
2.19,7.72,19,-10.9,10.59,7.38,2.33,1.2,0.565,0.515021,2.888589,1.670272,0.609159,0.578231,1.802887,0.803946,0.49947,0.445922
1.88,13.92,15.7,-12.4,8.91,6.63,1.71,0.98,0.365,0.573099,2.446888,1.547548,0.44967,0.632456,1.544387,0.774376,0.385005,0.501414
3.43,15.16,12.7,-11,11.91,8.54,2.85,1.71,0.57,0.6,3.235945,2.090317,0.572814,0.645968,2.006864,1.112987,0.446939,0.55459
2.52,4.02,7.7,-8.6,9.25,7.54,1.62,1.18,0.22,0.728395,2.412811,1.791701,0.310555,0.742578,1.405055,0.917395,0.24383,0.652925
6.73,14.01,8.5,-11.4,16.42,11.7,3.99,2.52,0.735,0.631579,4.650868,2.928011,0.861429,0.629562,3.097596,1.606875,0.745361,0.518749
2.4,6.55,8.6,-14.8,10.87,7.43,2.67,1.63,0.52,0.610487,2.821663,1.748521,0.536571,0.619677,1.631406,0.884131,0.373637,0.541944
2.03,4.7,5.9,-15.9,9.61,7.09,2.21,1.42,0.395,0.642534,2.566318,1.608101,0.479109,0.626618,1.548644,0.776104,0.38627,0.501151
0.95,4.74,9.2,-19.5,9.39,6.72,1.77,0.95,0.41,0.536723,2.307562,1.100087,0.603737,0.476731,1.235273,0.366524,0.434375,0.296715
1.43,1.58,16.8,-17.2,8.71,5.8,1.95,1.02,0.465,0.523077,2.415449,1.349687,0.532881,0.558773,1.549847,0.672777,0.438535,0.434093
7,4.18,20.7,-18.4,15.13,11.01,3.69,2.49,0.6,0.674797,4.224587,2.986168,0.61921,0.706854,2.742704,1.84673,0.447987,0.673325
6.23,6.25,18.6,-22.9,15.1,10.48,3.61,2.18,0.715,0.603878,4.394554,2.817145,0.788704,0.641054,3.084258,1.717602,0.683328,0.556893
0.75,5.17,11.4,-21.4,7.06,5.02,1.1,0.43,0.335,0.390909,1.861442,0.977453,0.441995,0.525105,1.101582,0.394035,0.353773,0.357699
0.84,8.22,10.5,-22.6,5.38,4.51,0.89,0.59,0.15,0.662921,1.41871,1.034439,0.192136,0.72914,0.839827,0.506367,0.16673,0.602941
1.83,16.98,13.7,-24,9.33,6.26,1.96,0.95,0.505,0.484694,2.666136,1.52683,0.569653,0.572675,1.805199,0.809158,0.49802,0.448237
3.16,3.71,15.9,-27.5,12.12,8.74,2.68,1.7,0.49,0.634328,3.253611,2.006359,0.623626,0.616656,1.979496,0.982953,0.498271,0.496567
3.57,4.57,10.5,-34.9,10.57,7.08,2.9,1.94,0.48,0.668966,3.135984,2.13255,0.501717,0.680026,2.294277,1.617941,0.338168,0.705208
